ZIP,STCOUNTYFP,CITY,STATE,COUNTYNAME
97527,41033,Grants pass,OR,Josephine County
97543,41033,Wilderville,OR,Josephine County
97528,41033,Grants pass,OR,Josephine County
97530,41033,Jacksonville,OR,Josephine County
97523,41033,Cave junction,OR,Josephine County
97532,41033,Merlin,OR,Josephine County
97497,41033,Wolf creek,OR,Josephine County
97534,41033,O brien,OR,Josephine County
97533,41033,Murphy,OR,Josephine County
97544,41033,Williams,OR,Josephine County
97538,41033,Selma,OR,Josephine County
97603,41035,Klamath falls,OR,Klamath County
97601,41035,Klamath falls,OR,Klamath County
97623,41035,Bonanza,OR,Klamath County
97627,41035,Keno,OR,Klamath County
97621,41035,Beatty,OR,Klamath County
97602,41035,Klamath falls,OR,Klamath County
97604,41035,Crater lake,OR,Klamath County
97625,41035,Dairy,OR,Klamath County
97731,41035,Chemult,OR,Klamath County
97739,41035,La pine,OR,Klamath County
97634,41035,Midland,OR,Klamath County
97622,41035,Bly,OR,Klamath County
97624,41035,Chiloquin,OR,Klamath County
97733,41035,Crescent,OR,Klamath County
97632,41035,Malin,OR,Klamath County
97639,41035,Sprague river,OR,Klamath County
97626,41035,Fort klamath,OR,Klamath County
97633,41035,Merrill,OR,Klamath County
97737,41035,Gilchrist,OR,Klamath County
97640,41037,Summer lake,OR,Lake County
97637,41037,Plush,OR,Lake County
97630,41037,Lakeview,OR,Lake County
97641,41037,Christmas valley,OR,Lake County
97620,41037,Adel,OR,Lake County
97635,41037,New pine creek,OR,Lake County
97638,41037,Silver lake,OR,Lake County
97735,41037,Fort rock,OR,Lake County
97636,41037,Paisley,OR,Lake County
97413,41039,Blue river,OR,Lane County
97412,41039,Blachly,OR,Lane County
97402,41039,Eugene,OR,Lane County
97404,41039,Eugene,OR,Lane County
97454,41039,Marcola,OR,Lane County
97426,41039,Creswell,OR,Lane County
97487,41039,Veneta,OR,Lane County
97451,41039,Lorane,OR,Lane County
97498,41039,Yachats,OR,Lane County
97488,41039,Vida,OR,Lane County
97461,41039,Noti,OR,Lane County
97324,41039,Alsea,OR,Lane County
97401,41039,Eugene,OR,Lane County
97477,41039,Springfield,OR,Lane County
97478,41039,Springfield,OR,Lane County
97434,41039,Dorena,OR,Lane County
97446,41039,Harrisburg,OR,Lane County
97463,41039,Oakridge,OR,Lane County
97492,41039,Westfir,OR,Lane County
97409,41039,Alvadore,OR,Lane County
97438,41039,Fall creek,OR,Lane County
97390,41039,Tidewater,OR,Lane County
97490,41039,Walton,OR,Lane County
97489,41039,Walterville,OR,Lane County
97448,41039,Junction city,OR,Lane County
97453,41039,Mapleton,OR,Lane County
97456,41039,Monroe,OR,Lane County
97480,41039,Swisshome,OR,Lane County
97405,41039,Eugene,OR,Lane County
97424,41039,Cottage grove,OR,Lane County
97439,41039,Florence,OR,Lane County
97419,41039,Cheshire,OR,Lane County
97437,41039,Elmira,OR,Lane County
97452,41039,Lowell,OR,Lane County
97430,41039,Deadwood,OR,Lane County
97408,41039,Eugene,OR,Lane County
97493,41039,Westlake,OR,Lane County
97403,41039,Eugene,OR,Lane County
97440,41039,Eugene,OR,Lane County
97455,41039,Pleasant hill,OR,Lane County
97475,41039,Springfield,OR,Lane County
97431,41039,Dexter,OR,Lane County
97394,41041,Waldport,OR,Lincoln County
97498,41041,Yachats,OR,Lincoln County
97369,41041,Otter rock,OR,Lincoln County
97324,41041,Alsea,OR,Lincoln County
97391,41041,Toledo,OR,Lincoln County
97364,41041,Neotsu,OR,Lincoln County
97367,41041,Lincoln city,OR,Lincoln County
97390,41041,Tidewater,OR,Lincoln County
97341,41041,Depoe bay,OR,Lincoln County
97380,41041,Siletz,OR,Lincoln County
97343,41041,Eddyville,OR,Lincoln County
97388,41041,Gleneden beach,OR,Lincoln County
97357,41041,Logsden,OR,Lincoln County
97376,41041,Seal rock,OR,Lincoln County
97365,41041,Newport,OR,Lincoln County
97368,41041,Otis,OR,Lincoln County
97366,41041,South beach,OR,Lincoln County
97326,41041,Blodgett,OR,Lincoln County
97346,41043,Gates,OR,Linn County
97333,41043,Corvallis,OR,Linn County
97374,41043,Scio,OR,Linn County
97446,41043,Harrisburg,OR,Linn County
97336,41043,Crawfordsville,OR,Linn County
97355,41043,Lebanon,OR,Linn County
97383,41043,Stayton,OR,Linn County
97386,41043,Sweet home,OR,Linn County
97360,41043,Mill city,OR,Linn County
97350,41043,Idanha,OR,Linn County
97327,41043,Brownsville,OR,Linn County
97389,41043,Tangent,OR,Linn County
97377,41043,Shedd,OR,Linn County
97329,41043,Cascadia,OR,Linn County
97348,41043,Halsey,OR,Linn County
97335,41043,Crabtree,OR,Linn County
97358,41043,Lyons,OR,Linn County
97345,41043,Foster,OR,Linn County
97322,41043,Albany,OR,Linn County
97321,41043,Albany,OR,Linn County
97352,41043,Jefferson,OR,Linn County
97906,41045,Harper,OR,Malheur County
97908,41045,Ironside,OR,Malheur County
97910,41045,Jordan valley,OR,Malheur County
97920,41045,Westfall,OR,Malheur County
97903,41045,Brogan,OR,Malheur County
97918,41045,Vale,OR,Malheur County
97911,41045,Juntura,OR,Malheur County
97913,41045,Nyssa,OR,Malheur County
97917,41045,Riverside,OR,Malheur County
97902,41045,Arock,OR,Malheur County
97901,41045,Adrian,OR,Malheur County
97909,41045,Jamieson,OR,Malheur County
97914,41045,Ontario,OR,Malheur County
97907,41045,Huntington,OR,Malheur County
97137,41047,Saint paul,OR,Marion County
97301,41047,Salem,OR,Marion County
97346,41047,Gates,OR,Marion County
97342,41047,Detroit,OR,Marion County
97306,41047,Salem,OR,Marion County
97362,41047,Mount angel,OR,Marion County
97026,41047,Gervais,OR,Marion County
97308,41047,Salem,OR,Marion County
97310,41047,Salem,OR,Marion County
97373,41047,Saint benedict,OR,Marion County
97317,41047,Salem,OR,Marion County
97381,41047,Silverton,OR,Marion County
97385,41047,Sublimity,OR,Marion County
97375,41047,Scotts mills,OR,Marion County
97071,41047,Woodburn,OR,Marion County
97307,41047,Keizer,OR,Marion County
97392,41047,Turner,OR,Marion County
97383,41047,Stayton,OR,Marion County
97384,41047,Mehama,OR,Marion County
97360,41047,Mill city,OR,Marion County
97350,41047,Idanha,OR,Marion County
97314,41047,Salem,OR,Marion County
97358,41047,Lyons,OR,Marion County
97311,41047,Salem,OR,Marion County
97312,41047,Salem,OR,Marion County
97002,41047,Aurora,OR,Marion County
97302,41047,Salem,OR,Marion County
97303,41047,Salem,OR,Marion County
97020,41047,Donald,OR,Marion County
97309,41047,Salem,OR,Marion County
97325,41047,Aumsville,OR,Marion County
97305,41047,Salem,OR,Marion County
97032,41047,Hubbard,OR,Marion County
97352,41047,Jefferson,OR,Marion County
97313,41047,Salem,OR,Marion County
97843,41049,Ione,OR,Morrow County
97839,41049,Lexington,OR,Morrow County
97826,41049,Echo,OR,Morrow County
97818,41049,Boardman,OR,Morrow County
97836,41049,Heppner,OR,Morrow County
97823,41049,Condon,OR,Morrow County
97844,41049,Irrigon,OR,Morrow County
97838,41049,Hermiston,OR,Morrow County
97882,41049,Umatilla,OR,Morrow County
97205,41051,Portland,OR,Multnomah County
97209,41051,Portland,OR,Multnomah County
97221,41051,Portland,OR,Multnomah County
97215,41051,Portland,OR,Multnomah County
97286,41051,Portland,OR,Multnomah County
97292,41051,Portland,OR,Multnomah County
97293,41051,Portland,OR,Multnomah County
97283,41051,Portland,OR,Multnomah County
97253,41051,Portland,OR,Multnomah County
97133,41051,North plains,OR,Multnomah County
97220,41051,Portland,OR,Multnomah County
97216,41051,Portland,OR,Multnomah County
97217,41051,Portland,OR,Multnomah County
97009,41051,Boring,OR,Multnomah County
97208,41051,Portland,OR,Multnomah County
97254,41051,Portland,OR,Multnomah County
97206,41051,Portland,OR,Multnomah County
97233,41051,Portland,OR,Multnomah County
97296,41051,Portland,OR,Multnomah County
97207,41051,Portland,OR,Multnomah County
97203,41051,Portland,OR,Multnomah County
97210,41051,Portland,OR,Multnomah County
97236,41051,Portland,OR,Multnomah County
97266,41051,Portland,OR,Multnomah County
97204,41051,Portland,OR,Multnomah County
97223,41051,Portland,OR,Multnomah County
97225,41051,Portland,OR,Multnomah County
97227,41051,Portland,OR,Multnomah County
97218,41051,Portland,OR,Multnomah County
97231,41051,Portland,OR,Multnomah County
97030,41051,Gresham,OR,Multnomah County
97014,41051,Cascade locks,OR,Multnomah County
97060,41051,Troutdale,OR,Multnomah County
97019,41051,Corbett,OR,Multnomah County
97294,41051,Portland,OR,Multnomah County
97238,41051,Portland,OR,Multnomah County
97280,41051,Portland,OR,Multnomah County
97290,41051,Portland,OR,Multnomah County
97242,41051,Portland,OR,Multnomah County
97282,41051,Portland,OR,Multnomah County
97250,41051,Portland,OR,Multnomah County
97214,41051,Portland,OR,Multnomah County
97219,41051,Portland,OR,Multnomah County
97024,41051,Fairview,OR,Multnomah County
97056,41051,Scappoose,OR,Multnomah County
97251,41051,Portland,OR,Multnomah County
97201,41051,Portland,OR,Multnomah County
97124,41051,Hillsboro,OR,Multnomah County
97211,41051,Portland,OR,Multnomah County
97212,41051,Portland,OR,Multnomah County
97222,41051,Portland,OR,Multnomah County
97229,41051,Portland,OR,Multnomah County
97239,41051,Portland,OR,Multnomah County
97080,41051,Gresham,OR,Multnomah County
97202,41051,Portland,OR,Multnomah County
97213,41051,Portland,OR,Multnomah County
97230,41051,Portland,OR,Multnomah County
97232,41051,Portland,OR,Multnomah County
97035,41051,Lake oswego,OR,Multnomah County
97034,41051,Lake oswego,OR,Multnomah County
97252,41051,Portland,OR,Multnomah County
97258,41051,Portland,OR,Multnomah County
97240,41051,Portland,OR,Multnomah County
97228,41051,Portland,OR,Multnomah County
97010,41051,Bridal veil,OR,Multnomah County
97338,41053,Dallas,OR,Polk County
97344,41053,Falls city,OR,Polk County
97371,41053,Rickreall,OR,Polk County
97351,41053,Independence,OR,Polk County
97347,41053,Grand ronde,OR,Polk County
97396,41053,Willamina,OR,Polk County
97378,41053,Sheridan,OR,Polk County
97101,41053,Amity,OR,Polk County
97304,41053,Salem,OR,Polk County
97361,41053,Monmouth,OR,Polk County
97370,41053,Philomath,OR,Polk County
97039,41055,Moro,OR,Sherman County
97029,41055,Grass valley,OR,Sherman County
97050,41055,Rufus,OR,Sherman County
97065,41055,Wasco,OR,Sherman County
97033,41055,Kent,OR,Sherman County
97112,41057,Cloverdale,OR,Tillamook County
97149,41057,Neskowin,OR,Tillamook County
97102,41057,Arch cape,OR,Tillamook County
97143,41057,Netarts,OR,Tillamook County
97147,41057,Wheeler,OR,Tillamook County
97136,41057,Rockaway beach,OR,Tillamook County
97107,41057,Bay city,OR,Tillamook County
97141,41057,Tillamook,OR,Tillamook County
97135,41057,Pacific city,OR,Tillamook County
97134,41057,Oceanside,OR,Tillamook County
97131,41057,Nehalem,OR,Tillamook County
97118,41057,Garibaldi,OR,Tillamook County
97108,41057,Beaver,OR,Tillamook County
97130,41057,Manzanita,OR,Tillamook County
97368,41057,Otis,OR,Tillamook County
97122,41057,Hebo,OR,Tillamook County
97875,41059,Stanfield,OR,Umatilla County
97835,41059,Helix,OR,Umatilla County
97826,41059,Echo,OR,Umatilla County
97880,41059,Ukiah,OR,Umatilla County
97886,41059,Weston,OR,Umatilla County
97801,41059,Pendleton,OR,Umatilla County
97813,41059,Athena,OR,Umatilla County
97862,41059,Milton freewater,OR,Umatilla County
97868,41059,Pilot rock,OR,Umatilla County
97859,41059,Meacham,OR,Umatilla County
97838,41059,Hermiston,OR,Umatilla County
97810,41059,Adams,OR,Umatilla County
97882,41059,Umatilla,OR,Umatilla County
97883,41061,Union,OR,Union County
97814,41061,Baker city,OR,Union County
97850,41061,La grande,OR,Union County
97824,41061,Cove,OR,Union County
97886,41061,Weston,OR,Union County
97867,41061,North powder,OR,Union County
97841,41061,Imbler,OR,Union County
97827,41061,Elgin,OR,Union County
97876,41061,Summerville,OR,Union County
97857,41063,Lostine,OR,Wallowa County
97846,41063,Joseph,OR,Wallowa County
97842,41063,Imnaha,OR,Wallowa County
97885,41063,Wallowa,OR,Wallowa County
97828,41063,Enterprise,OR,Wallowa County
97827,41063,Elgin,OR,Wallowa County
97021,41065,Dufur,OR,Wasco County
97063,41065,Tygh valley,OR,Wasco County
97037,41065,Maupin,OR,Wasco County
97058,41065,The dalles,OR,Wasco County
97040,41065,Mosier,OR,Wasco County
97001,41065,Antelope,OR,Wasco County
97057,41065,Shaniko,OR,Wasco County
97005,41067,Beaverton,OR,Washington County
97140,41067,Sherwood,OR,Washington County
97221,41067,Portland,OR,Washington County
97007,41067,Beaverton,OR,Washington County
97113,41067,Cornelius,OR,Washington County
97133,41067,North plains,OR,Washington County
97129,41067,Hillsboro,OR,Washington County
97123,41067,Hillsboro,OR,Washington County
97062,41067,Tualatin,OR,Washington County
97119,41067,Gaston,OR,Washington County
97210,41067,Portland,OR,Washington County
97078,41067,Beaverton,OR,Washington County
97125,41067,Manning,OR,Washington County
97291,41067,Portland,OR,Washington County
97079,41067,Beaverton,OR,Washington County
97003,41067,Beaverton,OR,Washington County
97223,41067,Portland,OR,Washington County
97225,41067,Portland,OR,Washington County
97231,41067,Portland,OR,Washington County
97144,41067,Timber,OR,Washington County
97298,41067,Portland,OR,Washington County
97132,41067,Newberg,OR,Washington County
97117,41067,Gales creek,OR,Washington County
97219,41067,Portland,OR,Washington County
97056,41067,Scappoose,OR,Washington County
97006,41067,Beaverton,OR,Washington County
97116,41067,Forest grove,OR,Washington County
97124,41067,Hillsboro,OR,Washington County
97106,41067,Banks,OR,Washington County
97229,41067,Portland,OR,Washington County
97224,41067,Portland,OR,Washington County
97008,41067,Beaverton,OR,Washington County
97109,41067,Buxton,OR,Washington County
97281,41067,Portland,OR,Washington County
97064,41067,Vernonia,OR,Washington County
97035,41067,Lake oswego,OR,Washington County
97070,41067,Wilsonville,OR,Washington County
97075,41067,Beaverton,OR,Washington County
97750,41069,Mitchell,OR,Wheeler County
97874,41069,Spray,OR,Wheeler County
97830,41069,Fossil,OR,Wheeler County
97823,41069,Condon,OR,Wheeler County
97114,41071,Dayton,OR,Yamhill County
97140,41071,Sherwood,OR,Yamhill County
97115,41071,Dundee,OR,Yamhill County
97347,41071,Grand ronde,OR,Yamhill County
97396,41071,Willamina,OR,Yamhill County
97123,41071,Hillsboro,OR,Yamhill County
97128,41071,Mcminnville,OR,Yamhill County
97111,41071,Carlton,OR,Yamhill County
97119,41071,Gaston,OR,Yamhill County
97132,41071,Newberg,OR,Yamhill County
97127,41071,Lafayette,OR,Yamhill County
97378,41071,Sheridan,OR,Yamhill County
97101,41071,Amity,OR,Yamhill County
97304,41071,Salem,OR,Yamhill County
97148,41071,Yamhill,OR,Yamhill County
17320,42001,Fairfield,PA,Adams County
17340,42001,Littlestown,PA,Adams County
17306,42001,Bendersville,PA,Adams County
17222,42001,Fayetteville,PA,Adams County
17307,42001,Biglerville,PA,Adams County
17301,42001,Abbottstown,PA,Adams County
17325,42001,Gettysburg,PA,Adams County
17331,42001,Hanover,PA,Adams County
17324,42001,Gardners,PA,Adams County
17316,42001,East berlin,PA,Adams County
17337,42001,Idaville,PA,Adams County
17310,42001,Cashtown,PA,Adams County
17019,42001,Dillsburg,PA,Adams County
17344,42001,Mc sherrystown,PA,Adams County
17375,42001,Peach glen,PA,Adams County
17343,42001,Mc knightstown,PA,Adams County
17304,42001,Aspers,PA,Adams County
17350,42001,New oxford,PA,Adams County
17372,42001,York springs,PA,Adams County
17353,42001,Orrtanna,PA,Adams County
17303,42001,Arendtsville,PA,Adams County
15034,42003,Dravosburg,PA,Allegheny County
15135,42003,Mckeesport,PA,Allegheny County
15218,42003,Pittsburgh,PA,Allegheny County
15230,42003,Pittsburgh,PA,Allegheny County
15227,42003,Pittsburgh,PA,Allegheny County
15046,42003,Crescent,PA,Allegheny County
15215,42003,Pittsburgh,PA,Allegheny County
15088,42003,West elizabeth,PA,Allegheny County
15259,42003,Pittsburgh,PA,Allegheny County
15001,42003,Aliquippa,PA,Allegheny County
15012,42003,Belle vernon,PA,Allegheny County
15024,42003,Cheswick,PA,Allegheny County
15035,42003,East mc keesport,PA,Allegheny County
15047,42003,Greenock,PA,Allegheny County
15071,42003,Oakdale,PA,Allegheny County
15104,42003,Braddock,PA,Allegheny County
15142,42003,Presto,PA,Allegheny County
15122,42003,West mifflin,PA,Allegheny County
15139,42003,Oakmont,PA,Allegheny County
15137,42003,North versailles,PA,Allegheny County
15144,42003,Springdale,PA,Allegheny County
15228,42003,Pittsburgh,PA,Allegheny County
15237,42003,Pittsburgh,PA,Allegheny County
15233,42003,Pittsburgh,PA,Allegheny County
15642,42003,Irwin,PA,Allegheny County
16059,42003,Valencia,PA,Allegheny County
15014,42003,Brackenridge,PA,Allegheny County
15321,42003,Cecil,PA,Allegheny County
15290,42003,Pittsburgh,PA,Allegheny County
15006,42003,Bairdford,PA,Allegheny County
15091,42003,Wildwood,PA,Allegheny County
15253,42003,Pittsburgh,PA,Allegheny County
15267,42003,Pittsburgh,PA,Allegheny County
15017,42003,Bridgeville,PA,Allegheny County
15044,42003,Gibsonia,PA,Allegheny County
15026,42003,Clinton,PA,Allegheny County
15116,42003,Glenshaw,PA,Allegheny County
15202,42003,Pittsburgh,PA,Allegheny County
15209,42003,Pittsburgh,PA,Allegheny County
15216,42003,Pittsburgh,PA,Allegheny County
15221,42003,Pittsburgh,PA,Allegheny County
15236,42003,Pittsburgh,PA,Allegheny County
15275,42003,Pittsburgh,PA,Allegheny County
15239,42003,Pittsburgh,PA,Allegheny County
15243,42003,Pittsburgh,PA,Allegheny County
15007,42003,Bakerstown,PA,Allegheny County
15031,42003,Cuddy,PA,Allegheny County
15032,42003,Curtisville,PA,Allegheny County
15258,42003,Pittsburgh,PA,Allegheny County
15005,42003,Baden,PA,Allegheny County
15101,42003,Allison park,PA,Allegheny County
15102,42003,Bethel park,PA,Allegheny County
15129,42003,South park,PA,Allegheny County
15145,42003,Turtle creek,PA,Allegheny County
15126,42003,Imperial,PA,Allegheny County
15206,42003,Pittsburgh,PA,Allegheny County
15210,42003,Pittsburgh,PA,Allegheny County
15207,42003,Pittsburgh,PA,Allegheny County
15148,42003,Wilmerding,PA,Allegheny County
15220,42003,Pittsburgh,PA,Allegheny County
15226,42003,Pittsburgh,PA,Allegheny County
15332,42003,Finleyville,PA,Allegheny County
15261,42003,Pittsburgh,PA,Allegheny County
15260,42003,Pittsburgh,PA,Allegheny County
15051,42003,Indianola,PA,Allegheny County
15231,42003,Pittsburgh,PA,Allegheny County
15127,42003,Ingomar,PA,Allegheny County
15064,42003,Morgan,PA,Allegheny County
15289,42003,Pittsburgh,PA,Allegheny County
15096,42003,Warrendale,PA,Allegheny County
15018,42003,Buena vista,PA,Allegheny County
15037,42003,Elizabeth,PA,Allegheny County
15068,42003,New kensington,PA,Allegheny County
15045,42003,Glassport,PA,Allegheny County
15090,42003,Wexford,PA,Allegheny County
15089,42003,West newton,PA,Allegheny County
15083,42003,Sutersville,PA,Allegheny County
15136,42003,Mc kees rocks,PA,Allegheny County
15204,42003,Pittsburgh,PA,Allegheny County
15205,42003,Pittsburgh,PA,Allegheny County
15208,42003,Pittsburgh,PA,Allegheny County
15212,42003,Pittsburgh,PA,Allegheny County
15222,42003,Pittsburgh,PA,Allegheny County
15234,42003,Pittsburgh,PA,Allegheny County
15317,42003,Canonsburg,PA,Allegheny County
15056,42003,Leetsdale,PA,Allegheny County
15086,42003,Warrendale,PA,Allegheny County
15134,42003,Mckeesport,PA,Allegheny County
15277,42003,Pittsburgh,PA,Allegheny County
15262,42003,Pittsburgh,PA,Allegheny County
15025,42003,Clairton,PA,Allegheny County
15065,42003,Natrona heights,PA,Allegheny County
15057,42003,Mc donald,PA,Allegheny County
15049,42003,Harwick,PA,Allegheny County
15108,42003,Coraopolis,PA,Allegheny County
15106,42003,Carnegie,PA,Allegheny County
15112,42003,East pittsburgh,PA,Allegheny County
15146,42003,Monroeville,PA,Allegheny County
15120,42003,Homestead,PA,Allegheny County
15131,42003,Mckeesport,PA,Allegheny County
15147,42003,Verona,PA,Allegheny County
15213,42003,Pittsburgh,PA,Allegheny County
15219,42003,Pittsburgh,PA,Allegheny County
15241,42003,Pittsburgh,PA,Allegheny County
15244,42003,Pittsburgh,PA,Allegheny County
15211,42003,Pittsburgh,PA,Allegheny County
15015,42003,Bradfordwoods,PA,Allegheny County
15282,42003,Pittsburgh,PA,Allegheny County
15020,42003,Bunola,PA,Allegheny County
15110,42003,Duquesne,PA,Allegheny County
15132,42003,Mckeesport,PA,Allegheny County
15201,42003,Pittsburgh,PA,Allegheny County
15214,42003,Pittsburgh,PA,Allegheny County
15217,42003,Pittsburgh,PA,Allegheny County
15224,42003,Pittsburgh,PA,Allegheny County
15235,42003,Pittsburgh,PA,Allegheny County
15232,42003,Pittsburgh,PA,Allegheny County
15225,42003,Pittsburgh,PA,Allegheny County
16046,42003,Mars,PA,Allegheny County
15030,42003,Creighton,PA,Allegheny County
15123,42003,West mifflin,PA,Allegheny County
15038,42003,Elrama,PA,Allegheny County
15265,42003,Pittsburgh,PA,Allegheny County
15075,42003,Rural ridge,PA,Allegheny County
15082,42003,Sturgeon,PA,Allegheny County
15003,42003,Ambridge,PA,Allegheny County
15063,42003,Monongahela,PA,Allegheny County
15084,42003,Tarentum,PA,Allegheny County
15085,42003,Trafford,PA,Allegheny County
15133,42003,Mckeesport,PA,Allegheny County
15143,42003,Sewickley,PA,Allegheny County
15140,42003,Pitcairn,PA,Allegheny County
15203,42003,Pittsburgh,PA,Allegheny County
15238,42003,Pittsburgh,PA,Allegheny County
15223,42003,Pittsburgh,PA,Allegheny County
15229,42003,Pittsburgh,PA,Allegheny County
16055,42003,Sarver,PA,Allegheny County
16229,42003,Freeport,PA,Allegheny County
15076,42003,Russellton,PA,Allegheny County
15240,42003,Pittsburgh,PA,Allegheny County
15276,42003,Pittsburgh,PA,Allegheny County
15295,42003,Pittsburgh,PA,Allegheny County
15272,42003,Pittsburgh,PA,Allegheny County
15028,42003,Coulters,PA,Allegheny County
15095,42003,Warrendale,PA,Allegheny County
15690,42005,Vandergrift,PA,Armstrong County
16028,42005,East brady,PA,Armstrong County
16224,42005,Fairmount city,PA,Armstrong County
15686,42005,Spring church,PA,Armstrong County
16212,42005,Cadogan,PA,Armstrong County
15656,42005,Leechburg,PA,Armstrong County
15613,42005,Apollo,PA,Armstrong County
16210,42005,Adrian,PA,Armstrong County
16242,42005,New bethlehem,PA,Armstrong County
16041,42005,Karns city,PA,Armstrong County
16222,42005,Dayton,PA,Armstrong County
16228,42005,Ford cliff,PA,Armstrong County
16263,42005,Yatesboro,PA,Armstrong County
16245,42005,Oak ridge,PA,Armstrong County
15774,42005,Shelocta,PA,Armstrong County
16049,42005,Parker,PA,Armstrong County
16226,42005,Ford city,PA,Armstrong County
16236,42005,Mc grann,PA,Armstrong County
15618,42005,Avonmore,PA,Armstrong County
16201,42005,Kittanning,PA,Armstrong County
15732,42005,Creekside,PA,Armstrong County
16025,42005,Chicora,PA,Armstrong County
16262,42005,Worthington,PA,Armstrong County
16253,42005,Seminole,PA,Armstrong County
15673,42005,North apollo,PA,Armstrong County
15736,42005,Elderton,PA,Armstrong County
16240,42005,Mayport,PA,Armstrong County
16023,42005,Cabot,PA,Armstrong County
16238,42005,Manorville,PA,Armstrong County
16261,42005,Widnoon,PA,Armstrong County
15682,42005,Schenley,PA,Armstrong County
15681,42005,Saltsburg,PA,Armstrong County
16218,42005,Cowansville,PA,Armstrong County
16244,42005,Nu mine,PA,Armstrong County
16055,42005,Sarver,PA,Armstrong County
16249,42005,Rural valley,PA,Armstrong County
16229,42005,Freeport,PA,Armstrong County
16259,42005,Templeton,PA,Armstrong County
16250,42005,Sagamore,PA,Armstrong County
15061,42007,Monaca,PA,Beaver County
15019,42007,Bulger,PA,Beaver County
16136,42007,Koppel,PA,Beaver County
15001,42007,Aliquippa,PA,Beaver County
15050,42007,Hookstown,PA,Beaver County
15066,42007,New brighton,PA,Beaver County
15059,42007,Midland,PA,Beaver County
15074,42007,Rochester,PA,Beaver County
15081,42007,South heights,PA,Beaver County
15026,42007,Clinton,PA,Beaver County
16120,42007,Enon valley,PA,Beaver County
16063,42007,Zelienople,PA,Beaver County
16117,42007,Ellwood city,PA,Beaver County
15005,42007,Baden,PA,Beaver County
15021,42007,Burgettstown,PA,Beaver County
15126,42007,Imperial,PA,Beaver County
16123,42007,Fombell,PA,Beaver County
15077,42007,Shippingport,PA,Beaver County
15010,42007,Beaver falls,PA,Beaver County
15009,42007,Beaver,PA,Beaver County
15052,42007,Industry,PA,Beaver County
16157,42007,Wampum,PA,Beaver County
15042,42007,Freedom,PA,Beaver County
16115,42007,Darlington,PA,Beaver County
16141,42007,New galilee,PA,Beaver County
15003,42007,Ambridge,PA,Beaver County
15027,42007,Conway,PA,Beaver County
15143,42007,Sewickley,PA,Beaver County
16037,42007,Harmony,PA,Beaver County
15043,42007,Georgetown,PA,Beaver County
16655,42009,Imler,PA,Bedford County
17211,42009,Artemas,PA,Bedford County
16670,42009,Queen,PA,Bedford County
15535,42009,Clearville,PA,Bedford County
15550,42009,Manns choice,PA,Bedford County
15946,42009,Portage,PA,Bedford County
16650,42009,Hopewell,PA,Bedford County
16657,42009,James creek,PA,Bedford County
15545,42009,Hyndman,PA,Bedford County
15533,42009,Breezewood,PA,Bedford County
15926,42009,Central city,PA,Bedford County
15522,42009,Bedford,PA,Bedford County
16659,42009,Loysburg,PA,Bedford County
15539,42009,Fishertown,PA,Bedford County
15554,42009,New paris,PA,Bedford County
15521,42009,Alum bank,PA,Bedford County
16625,42009,Claysburg,PA,Bedford County
16695,42009,Woodbury,PA,Bedford County
16679,42009,Six mile run,PA,Bedford County
16667,42009,Osterburg,PA,Bedford County
16672,42009,Riddlesburg,PA,Bedford County
15537,42009,Everett,PA,Bedford County
15963,42009,Windber,PA,Bedford County
16678,42009,Saxton,PA,Bedford County
16633,42009,Defiance,PA,Bedford County
15530,42009,Berlin,PA,Bedford County
15559,42009,Schellsburg,PA,Bedford County
16664,42009,New enterprise,PA,Bedford County
16673,42009,Roaring spring,PA,Bedford County
16662,42009,Martinsburg,PA,Bedford County
15534,42009,Buffalo mills,PA,Bedford County
18092,42011,Zionsville,PA,Berks County
19508,42011,Birdsboro,PA,Berks County
19567,42011,Womelsdorf,PA,Berks County
19554,42011,Shartlesville,PA,Berks County
19562,42011,Topton,PA,Berks County
19533,42011,Leesport,PA,Berks County
17087,42011,Richland,PA,Berks County
19539,42011,Mertztown,PA,Berks County
19519,42011,Earlville,PA,Berks County
19540,42011,Mohnton,PA,Berks County
19609,42011,Reading,PA,Berks County
19605,42011,Reading,PA,Berks County
19511,42011,Bowers,PA,Berks County
19550,42011,Rehrersburg,PA,Berks County
19523,42011,Geigertown,PA,Berks County
17555,42011,Narvon,PA,Berks County
18056,42011,Hereford,PA,Berks County
19505,42011,Bechtelsville,PA,Berks County
19512,42011,Boyertown,PA,Berks County
19507,42011,Bethel,PA,Berks County
19530,42011,Kutztown,PA,Berks County
19541,42011,Mohrsville,PA,Berks County
19503,42011,Bally,PA,Berks County
19543,42011,Morgantown,PA,Berks County
19612,42011,Reading,PA,Berks County
17026,42011,Fredericksburg,PA,Berks County
18041,42011,East greenville,PA,Berks County
19510,42011,Blandon,PA,Berks County
19555,42011,Shoemakersville,PA,Berks County
19525,42011,Gilbertsville,PA,Berks County
19610,42011,Reading,PA,Berks County
19545,42011,New berlinville,PA,Berks County
19564,42011,Virginville,PA,Berks County
18011,42011,Alburtis,PA,Berks County
18062,42011,Macungie,PA,Berks County
19506,42011,Bernville,PA,Berks County
19560,42011,Temple,PA,Berks County
19526,42011,Hamburg,PA,Berks County
19520,42011,Elverson,PA,Berks County
19607,42011,Reading,PA,Berks County
19611,42011,Reading,PA,Berks County
